Input | IR Sensor Values               | Predicted            | Actual              
876   | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
877   | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
878   | [0,0,0,0,2,0,0]                | [s1]                 | [a2]                
879   | [ 0, 0, 3, 1,15, 8, 0]         | [f2]                 | [f2]                
880   | [  0,  0,  0,  0,227,  2,  0]  | [f3]                 | [f3]                
881   | [ 0, 0, 0, 6,14, 9, 0]         | [f2]                 | [f2]                
882   | [  0,  1, 81,107, 59, 16,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
883   | [ 0, 0,19,28, 2, 0, 0]         | [e2]                 | [e2,e3]             
884   | [ 0, 0,14, 8, 0, 2, 0]         | [e2]                 | [e2]                
885   | [  0,  0, 85,105, 62, 16,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
886   | [ 0, 0,16, 9, 0, 0, 0]         | [e2]                 | [e2]                
887   | [ 0, 0, 2, 1,14, 4, 0]         | [f2]                 | [f2]                
888   | [  0,  0, 83,105, 61, 15,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
889   | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
890   | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
891   | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
892   | [0,0,0,0,0,0,0]                | [a1]                 | [s2]                
893   | [  0,  0,  0,  1,225,  4,  0]  | [f3]                 | [f3]                
894   | [0,0,0,0,2,0,0]                | [s1]                 | [r2]                
895   | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
896   | [0,0,0,0,1,0,0]                | [a1]                 | [a2]                
897   | [  0,  0,  0,  0,227,  5,  0]  | [f3]                 | [f3]                
898   | [ 2, 0,21,32, 3, 0, 0]         | [e2]                 | [e2,e3]             
899   | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
900   | [0,0,0,0,2,0,0]                | [s1]                 | [r2]                
901   | [0,0,0,2,0,0,0]                | [b1]                 | [s1]                
902   | [0,1,0,0,2,0,0]                | [s1]                 | [s2]                
903   | [  0,  0,  1,  2,225,  6,  0]  | [f3]                 | [f3]                
904   | [ 0, 0,19,34, 2, 0, 0]         | [e2]                 | [e2,e3]             
905   | [0,0,0,0,2,0,0]                | [s1]                 | [s1]                
906   | [  0,  2,219,749,  3,  1,  0]  | [e3]                 | [e3]                
907   | [0,0,0,1,0,0,0]                | [b1,b2]              | [a1]                
908   | [0,0,0,2,0,0,0]                | [b1]                 | [b2]                
909   | [4,0,4,1,6,0,2]                | [r1,r2,s1,s2]        | [a2]                
910   | [  0,  1,  0,  0,224,  6,  0]  | [f3]                 | [f3]                
911   | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [a2]                
912   | [0,0,0,1,0,0,0]                | [b1,b2]              | [a1,a2,b1,b2]       
913   | [ 0, 0, 3, 4,33, 4, 0]         | [f2,f3]              | [f2,f3]             
914   | [0,0,0,0,0,0,0]                | [a1]                 | [r1,r2]             
915   | [0,0,1,0,3,0,0]                | [r1,r2,s1,s2]        | [s2]                
916   | [0,1,0,0,1,0,0]                | [b2]                 | [s2]                
917   | [0,0,0,0,0,0,0]                | [a1]                 | [b1]                
918   | [0,0,0,2,4,0,0]                | [r1,r2,s1,s2]        | [s2]                
919   | [ 0, 0,17, 8, 1, 0, 0]         | [e2]                 | [e2]                
920   | [1,0,1,0,3,0,1]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
921   | [  0,  0,  0,  0,225,  3,  0]  | [f3]                 | [f3]                
922   | [0,0,0,1,1,0,0]                | [b1,b2]              | [a2]                
923   | [ 0, 0, 3, 4,32, 2, 0]         | [f2,f3]              | [f2,f3]             
924   | [0,0,0,0,2,0,0]                | [s1]                 | [r2]                
925   | [0,0,0,0,2,0,0]                | [s1]                 | [r1]                
926   | [0,1,0,0,0,0,0]                | [b2]                 | [a1,a2,b1,b2]       
927   | [0,0,0,2,0,0,0]                | [b1]                 | [a1,a2]             
928   | [ 0, 0,17,35, 0, 0, 0]         | [e2]                 | [e2,e3]             
929   | [0,0,0,1,3,0,0]                | [r1,r2,s1,s2]        | [r2]                
930   | [0,0,0,0,1,0,0]                | [a1]                 | [a1]                
931   | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
932   | [  0,  0,  0,  2,222,  6,  0]  | [f3]                 | [f3]                
933   | [0,0,0,0,0,0,0]                | [a1]                 | [b1]                
934   | [  0,  0,  0,  0,226,  1,  0]  | [f3]                 | [f3]                
935   | [0,0,1,0,4,0,0]                | [r1,r2,s1,s2]        | [s1,s2]             
936   | [  0,  0,217,744,  4,  0,  0]  | [e3]                 | [e3]                
937   | [  0,  0,217,747,  3,  0,  0]  | [e3]                 | [e3]                
938   | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
939   | [0,2,0,0,4,0,0]                | [r1,r2,s1,s2]        | [r2]                
940   | [  0,  2,217,747,  3,  0,  0]  | [e3]                 | [e3]                
941   | [0,0,0,1,0,0,0]                | [b1,b2]              | [r1,r2]             
942   | [0,1,0,4,0,1,0]                | [b1]                 | [s1,s2]             
943   | [0,0,0,0,3,0,1]                | [r1,r2,s1,s2]        | [a2]                
944   | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [s1,s2]             
945   | [0,0,0,2,1,0,0]                | [b1]                 | [a1,a2,b1,b2]       
946   | [ 0, 0,14,35, 0, 0, 0]         | [e2]                 | [e2,e3]             
947   | [ 0, 0,18, 3, 1, 0, 0]         | [e2]                 | [e2]                
948   | [0,0,1,2,1,0,0]                | [b1]                 | [b2]                
949   | [0,0,0,1,0,0,0]                | [b1,b2]              | [r2]                
950   | [  0,  1,  0,  0,226,  5,  0]  | [f3]                 | [f3]                
951   | [  0,  0, 81,104, 62, 12,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
952   | [1,0,0,0,0,0,0]                | [a1]                 | [b1,b2]             
953   | [  0,  1, 79,109, 56, 17,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
954   | [0,0,0,0,0,0,0]                | [a1]                 | [r2]                
955   | [0,0,0,0,0,0,0]                | [a1]                 | [r1,r2]             
956   | [0,0,0,0,0,0,0]                | [a1]                 | [a2]                
957   | [ 0, 0,17,34, 0, 1, 0]         | [e2]                 | [e2,e3]             
958   | [0,3,0,6,1,3,0]                | [a2]                 | [a2]                
959   | [0,0,0,1,0,0,0]                | [b1,b2]              | [a2]                
960   | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [a2]                
961   | [0,0,0,0,1,0,0]                | [a1]                 | [a2]                
962   | [0,0,0,0,1,0,0]                | [a1]                 | [b1]                
963   | [0,0,0,0,2,0,0]                | [s1]                 | [s2]                
964   | [0,1,0,2,2,0,0]                | [b1,b2]              | [b2]                
965   | [  0,  1,216,745,  2,  0,  0]  | [e3]                 | [e3]                
966   | [  0,  0,  0,  0,227,  0,  0]  | [f3]                 | [f3]                
967   | [0,0,0,0,0,0,0]                | [a1]                 | [r1,r2,s1,s2]       
968   | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2]             
969   | [0,0,1,1,1,0,0]                | [b1,b2]              | [a1]                
970   | [  0,  2, 83,110, 62, 18,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
971   | [0,0,1,0,2,0,0]                | [s1]                 | [s1,s2]             
972   | [0,0,0,2,0,0,0]                | [b1]                 | [a1]                
973   | [ 0, 0, 4, 1,15, 6, 0]         | [f2]                 | [f2]                
974   | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
975   | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
976   | [ 0, 0,18,34, 1, 0, 0]         | [e2]                 | [e2,e3]             
977   | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
978   | [0,0,0,0,2,0,0]                | [s1]                 | [a2]                
979   | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
980   | [ 0, 0,18,30, 3, 0, 0]         | [e2]                 | [e2,e3]             
981   | [0,0,1,1,0,0,0]                | [b1,b2]              | [a1,a2,b1,b2]       
982   | [0,0,0,0,0,0,0]                | [a1]                 | [b1]                
983   | [ 0, 0,18,32, 0, 0, 0]         | [e2]                 | [e2,e3]             
984   | [0,0,0,0,0,0,0]                | [a1]                 | [r1,r2,s1,s2]       
985   | [0,0,0,0,1,0,0]                | [a1]                 | [s1]                
986   | [0,3,1,2,3,2,0]                | [r1,r2,s1,s2]        | [a2]                
987   | [  0,  0,  0,  1,220,  5,  0]  | [f3]                 | [f3]                
988   | [ 0, 0, 0, 5,30, 5, 0]         | [f2,f3]              | [f2,f3]             
989   | [ 0, 0, 0, 4,11,10, 0]         | [f2]                 | [f2]                
990   | [  0,  0,  0,  3,225,  5,  0]  | [f3]                 | [f3]                
991   | [ 0, 0,19,34, 1, 0, 0]         | [e2]                 | [e2,e3]             
992   | [0,0,0,0,2,0,0]                | [s1]                 | [r1]                
993   | [ 0, 0, 2, 6,14, 9, 0]         | [f2]                 | [f2]                
994   | [0,0,0,0,1,0,0]                | [a1]                 | [r1,r2,s1,s2]       
995   | [ 0, 0,18,30, 2, 0, 1]         | [e2]                 | [e2,e3]             
996   | [  0,  0,213,749,  0,  0,  0]  | [e3]                 | [e3]                
997   | [ 0, 0, 2, 7,14,11, 0]         | [f2]                 | [f2]                
998   | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1,a2,b1,b2]       
999   | [0,0,0,0,0,0,0]                | [a1]                 | [b1,b2]             
1000  | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1001  | [0,0,0,0,1,0,0]                | [a1]                 | [a2]                
1002  | [  0,  0,217,748,  2,  0,  0]  | [e3]                 | [e3]                
1003  | [0,0,0,0,0,0,0]                | [a1]                 | [r1,r2,s1,s2]       
1004  | [0,0,1,1,1,0,0]                | [b1,b2]              | [b1]                
1005  | [0,0,1,1,3,0,0]                | [r1,r2,s1,s2]        | [a2]                
1006  | [  0,  0,  2,  0,227,  0,  0]  | [f3]                 | [f3]                
1007  | [0,0,0,2,2,0,0]                | [b1,b2]              | [b1]                
1008  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r2]                
1009  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [s1,s2]             
1010  | [0,0,0,0,0,0,0]                | [a1]                 | [b2]                
1011  | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
1012  | [0,0,0,0,2,0,0]                | [s1]                 | [a1]                
1013  | [ 0, 0, 0, 4,32, 5, 0]         | [f2,f3]              | [f2,f3]             
1014  | [ 0, 0,17,35, 0, 0, 0]         | [e2]                 | [e2,e3]             
1015  | [0,0,0,0,1,0,0]                | [a1]                 | [b2]                
1016  | [0,0,0,2,0,0,0]                | [b1]                 | [b2]                
1017  | [0,0,0,1,0,0,0]                | [b1,b2]              | [a1]                
1018  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
1019  | [0,0,0,1,0,0,0]                | [b1,b2]              | [a1,a2]             
1020  | [  0,  0, 84,104, 61,  9,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1021  | [0,0,0,1,0,0,0]                | [b1,b2]              | [r1,r2,s1,s2]       
1022  | [0,0,0,0,1,1,0]                | [r1,r2,s1,s2]        | [r1]                
1023  | [0,1,0,1,1,0,0]                | [b2]                 | [r1]                
1024  | [0,0,0,0,0,0,0]                | [a1]                 | [s2]                
1025  | [0,0,0,0,2,0,0]                | [s1]                 | [r1]                
1026  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1027  | [ 0, 0, 0, 4,27, 2, 0]         | [f2,f3]              | [f2,f3]             
1028  | [0,0,0,1,1,1,0]                | [r1,r2,s1,s2]        | [a1,a2,b1,b2]       
1029  | [0,0,0,2,0,0,0]                | [b1]                 | [b2]                
1030  | [0,0,0,0,0,0,0]                | [a1]                 | [b1]                
1031  | [ 0, 0,18, 3, 2, 0, 0]         | [e2]                 | [e2]                
1032  | [ 0, 0,18, 6, 3, 0, 0]         | [e2]                 | [e2]                
1033  | [  0,  1,219,746,  4,  0,  0]  | [e3]                 | [e3]                
1034  | [0,0,0,0,1,0,0]                | [a1]                 | [s2]                
1035  | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2]             
1036  | [0,0,1,1,2,0,0]                | [r1,r2,s1,s2]        | [b1]                
1037  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [a1]                
1038  | [0,0,0,3,1,1,0]                | [b1]                 | [s2]                
1039  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [s1,s2]             
1040  | [0,0,0,0,2,0,0]                | [s1]                 | [r2]                
1041  | [0,0,0,0,1,0,0]                | [a1]                 | [a2]                
1042  | [0,2,0,4,1,2,0]                | [a2]                 | [a2]                
1043  | [ 0, 0, 2, 4,14, 9, 0]         | [f2]                 | [f2]                
1044  | [  0,  0,218,746,  4,  0,  0]  | [e3]                 | [e3]                
1045  | [0,0,0,2,1,0,0]                | [b1]                 | [b2]                
1046  | [ 0, 0, 1, 3,13, 4, 0]         | [f2]                 | [f2]                
1047  | [0,0,0,2,2,0,0]                | [b1,b2]              | [b1]                
1048  | [  0,  0,213,749,  0,  0,  0]  | [e3]                 | [e3]                
1049  | [0,1,0,0,0,0,0]                | [b2]                 | [s1]                
1050  | [ 0, 1, 0, 4,12,10, 0]         | [f2]                 | [f2]                
1051  | [  0,  2,219,749,  2,  1,  0]  | [e3]                 | [e3]                
1052  | [ 0, 0,17,32, 0, 0, 0]         | [e2]                 | [e2,e3]             
1053  | [0,0,0,0,2,0,0]                | [s1]                 | [a1,a2,b1,b2]       
1054  | [0,0,0,5,2,2,0]                | [r1,r2,s1,s2]        | [a2]                
1055  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r1,r2]             
1056  | [  0,  0, 85,106, 62, 16,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1057  | [0,0,0,0,2,0,0]                | [s1]                 | [s1]                
1058  | [0,0,0,2,1,0,0]                | [b1]                 | [a1,a2]             
1059  | [ 0, 0, 2, 7,14,10, 0]         | [f2]                 | [f2]                
1060  | [0,0,0,0,0,0,0]                | [a1]                 | [s2]                
1061  | [ 0, 0,18,32, 1, 0, 0]         | [e2]                 | [e2,e3]             
1062  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1063  | [ 0, 0,19,30, 3, 0, 0]         | [e2]                 | [e2,e3]             
1064  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1065  | [0,0,0,0,2,0,0]                | [s1]                 | [a1]                
1066  | [0,0,0,1,0,1,0]                | [r1,r2,s1,s2]        | [b1]                
1067  | [  0,  1,  0,  1,226,  5,  0]  | [f3]                 | [f3]                
1068  | [0,0,0,0,2,0,0]                | [s1]                 | [r1,r2]             
1069  | [0,0,0,3,0,1,0]                | [b1]                 | [r2]                
1070  | [0,0,1,0,3,0,1]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
1071  | [0,0,0,0,2,0,0]                | [s1]                 | [s1]                
1072  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1073  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1074  | [0,1,1,1,1,0,2]                | [a2]                 | [b1]                
1075  | [ 0, 0, 0, 6,12,10, 0]         | [f2]                 | [f2]                
1076  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b2]                
1077  | [ 0, 0,18,33, 1, 0, 0]         | [e2]                 | [e2,e3]             
1078  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b1]                
1079  | [0,0,0,0,2,0,0]                | [s1]                 | [a2]                
1080  | [0,0,1,1,4,0,0]                | [r1,r2,s1,s2]        | [r2]                
1081  | [1,0,1,1,4,0,1]                | [r1,r2,s1,s2]        | [a2]                
1082  | [0,0,0,2,2,0,0]                | [b1,b2]              | [b1,b2]             
1083  | [  0,  1,  0,  0,224,  4,  0]  | [f3]                 | [f3]                
1084  | [0,0,1,0,1,0,0]                | [a2]                 | [b1]                
1085  | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
1086  | [  0,  0,  0,  1,224,  5,  0]  | [f3]                 | [f3]                
1087  | [ 0, 0, 1, 3,14, 7, 0]         | [f2]                 | [f2]                
1088  | [ 1, 0,19,30, 2, 0, 1]         | [e2]                 | [e2,e3]             
1089  | [ 0, 0,19,31, 1, 0, 1]         | [e2]                 | [e2,e3]             
1090  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r2]                
1091  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1092  | [0,0,1,0,2,0,1]                | [s1]                 | [s1,s2]             
1093  | [ 0, 0, 0, 4,11, 8, 0]         | [f2]                 | [f2]                
1094  | [0,0,0,0,1,0,0]                | [a1]                 | [r1,r2]             
1095  | [ 0, 0, 3, 3,15,10, 1]         | [f2]                 | [f2]                
1096  | [0,0,0,0,0,0,0]                | [a1]                 | [r2]                
1097  | [  0,  2,217,750,  1,  1,  0]  | [e3]                 | [e3]                
1098  | [0,0,0,0,1,0,0]                | [a1]                 | [a1]                
1099  | [0,0,0,2,2,0,0]                | [b1,b2]              | [a1,a2,b1,b2]       
1100  | [0,0,0,1,0,0,0]                | [b1,b2]              | [r1,r2]             
1101  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1102  | [0,0,0,0,4,0,0]                | [r1,r2,s1,s2]        | [s2]                
1103  | [ 0, 1, 4, 5,15, 9, 0]         | [f2]                 | [f2]                
1104  | [0,0,1,0,4,0,0]                | [r1,r2,s1,s2]        | [r2]                
1105  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [s2]                
1106  | [0,0,0,2,1,0,0]                | [b1]                 | [b1]                
1107  | [0,1,0,2,1,0,0]                | [b1]                 | [b2]                
1108  | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1,a2,b1,b2]       
1109  | [0,0,0,0,1,0,0]                | [a1]                 | [r1]                
1110  | [ 0, 0, 2, 5,33, 5, 0]         | [f2,f3]              | [f2,f3]             
1111  | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
1112  | [1,0,0,0,2,0,0]                | [s1]                 | [r2]                
1113  | [  0,  0, 84,104, 63, 11,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1114  | [0,0,0,0,0,0,0]                | [a1]                 | [b1]                
1115  | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2]             
1116  | [0,0,0,0,1,0,0]                | [a1]                 | [r1]                
1117  | [0,0,0,0,2,0,0]                | [s1]                 | [s1,s2]             
1118  | [0,0,0,0,1,0,0]                | [a1]                 | [r1,r2]             
1119  | [0,0,0,0,0,0,0]                | [a1]                 | [r2]                
1120  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b1,b2]             
1121  | [0,0,0,2,0,0,0]                | [b1]                 | [s1,s2]             
1122  | [ 0, 0,18,32, 1, 0, 0]         | [e2]                 | [e2,e3]             
1123  | [ 0, 0,17,34, 1, 0, 0]         | [e2]                 | [e2,e3]             
1124  | [ 0, 0,18, 8, 1, 0, 0]         | [e2]                 | [e2]                
1125  | [0,0,0,0,0,0,0]                | [a1]                 | [r1,r2]             
1126  | [0,0,0,0,1,0,0]                | [a1]                 | [s2]                
1127  | [0,0,0,2,1,0,0]                | [b1]                 | [b1]                
1128  | [0,0,0,0,1,0,0]                | [a1]                 | [r1,r2]             
1129  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1130  | [0,1,0,0,2,0,0]                | [s1]                 | [b2]                
1131  | [  0,  2, 82,109, 59, 18,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1132  | [0,0,0,0,1,0,0]                | [a1]                 | [r1]                
1133  | [1,0,1,0,3,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
1134  | [  0,  0,  0,  1,227,  6,  0]  | [f3]                 | [f3]                
1135  | [ 0, 0, 3, 4,32, 5, 0]         | [f2,f3]              | [f2,f3]             
1136  | [  0,  2,217,750,  1,  1,  0]  | [e3]                 | [e3]                
1137  | [ 0, 0, 2, 3,14, 7, 0]         | [f2]                 | [f2]                
1138  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1139  | [0,0,0,0,0,0,0]                | [a1]                 | [b1]                
1140  | [0,1,0,2,1,0,0]                | [b1]                 | [b2]                
1141  | [0,0,0,0,2,0,0]                | [s1]                 | [r1]                
1142  | [  0,  0,219,747,  3,  0,  0]  | [e3]                 | [e3]                
1143  | [ 0, 0, 2, 2,13, 5, 0]         | [f2]                 | [f2]                
1144  | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2]             
1145  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1146  | [  0,  0, 84,108, 59, 14,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1147  | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1]                
1148  | [0,0,0,0,0,0,0]                | [a1]                 | [r1,r2]             
1149  | [  0,  0,  1,  0,227,  1,  0]  | [f3]                 | [f3]                
1150  | [0,0,0,2,0,0,0]                | [b1]                 | [a1,a2,b1,b2]       
1151  | [  0,  0,  1,  0,227,  2,  2]  | [f3]                 | [f3]                
1152  | [0,0,1,1,2,0,0]                | [r1,r2,s1,s2]        | [a2]                
1153  | [0,0,0,0,2,0,0]                | [s1]                 | [r2]                
1154  | [  0,  1, 84,104, 63, 15,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1155  | [0,0,0,0,1,0,0]                | [a1]                 | [b1,b2]             
1156  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1157  | [0,0,0,0,2,0,0]                | [s1]                 | [r1,r2,s1,s2]       
1158  | [0,0,0,0,0,0,0]                | [a1]                 | [b2]                
1159  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
1160  | [0,0,0,1,1,0,0]                | [b1,b2]              | [b1,b2]             
1161  | [0,0,1,0,4,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
1162  | [0,1,0,3,1,0,0]                | [b1]                 | [b2]                
1163  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1164  | [ 0, 0, 0, 4,29, 4, 0]         | [f2,f3]              | [f2,f3]             
1165  | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2]             
1166  | [0,1,0,1,1,0,0]                | [b2]                 | [a1]                
1167  | [0,0,0,1,0,0,0]                | [b1,b2]              | [r1,r2,s1,s2]       
1168  | [0,0,0,0,2,0,0]                | [s1]                 | [a1]                
1169  | [  0,  0,218,747,  2,  0,  0]  | [e3]                 | [e3]                
1170  | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
1171  | [0,0,0,0,1,0,0]                | [a1]                 | [a1]                
1172  | [0,0,0,0,0,0,0]                | [a1]                 | [b1]                
1173  | [ 0, 0,19,35, 2, 0, 0]         | [e2]                 | [e2,e3]             
1174  | [ 0, 0, 1, 4,16, 8, 0]         | [f2]                 | [f2]                
1175  | [0,1,0,2,1,0,0]                | [b1]                 | [b2]                
1176  | [  0,  0, 81,106, 58, 16,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1177  | [0,0,0,0,1,0,0]                | [a1]                 | [s1,s2]             
1178  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
1179  | [0,0,0,0,1,0,0]                | [a1]                 | [s2]                
1180  | [ 0, 0, 1, 3,13, 8, 0]         | [f2]                 | [f2]                
1181  | [ 0, 1,16,34, 0, 0, 0]         | [e2]                 | [e2,e3]             
1182  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [b1]                
1183  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [s1,s2]             
1184  | [  0,  0,  0,  0,228,  6,  0]  | [f3]                 | [f3]                
1185  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [a1,a2]             
1186  | [  0,  1,216,748,  0,  0,  0]  | [e3]                 | [e3]                
1187  | [ 0, 0, 2, 0,13, 4, 0]         | [f2]                 | [f2]                
1188  | [0,0,0,0,1,0,0]                | [a1]                 | [s2]                
1189  | [  0,  1,219,749,  4,  1,  0]  | [e3]                 | [e3]                
1190  | [0,0,0,0,1,0,0]                | [a1]                 | [b2]                
1191  | [0,0,0,1,3,0,0]                | [r1,r2,s1,s2]        | [r2]                
1192  | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
1193  | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
1194  | [  0,  0,219,748,  2,  0,  0]  | [e3]                 | [e3]                
1195  | [  0,  2,213,747,  0,  1,  0]  | [e3]                 | [e3]                
1196  | [0,0,0,3,1,0,0]                | [b1]                 | [b1,b2]             
1197  | [ 0, 0, 1, 6,12, 9, 0]         | [f2]                 | [f2]                
1198  | [0,0,0,0,1,0,0]                | [a1]                 | [r1]                
1199  | [  0,  0,218,750,  2,  1,  0]  | [e3]                 | [e3]                
1200  | [0,0,0,0,0,0,0]                | [a1]                 | [r2]                
1201  | [0,0,0,0,2,0,0]                | [s1]                 | [b1,b2]             
1202  | [  0,  1,219,749,  3,  0,  0]  | [e3]                 | [e3]                
1203  | [ 0, 0,16,33, 1, 0, 0]         | [e2]                 | [e2,e3]             
1204  | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
1205  | [0,0,0,2,2,0,0]                | [b1,b2]              | [a2]                
1206  | [  0,  0,219,750,  3,  0,  0]  | [e3]                 | [e3]                
1207  | [0,0,0,0,0,0,0]                | [a1]                 | [b1]                
1208  | [0,0,0,3,0,0,0]                | [b1]                 | [b1,b2]             
1209  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
1210  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [a1]                
1211  | [ 0, 0, 0, 7,29, 6, 0]         | [f2,f3]              | [f2,f3]             
1212  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1213  | [  0,  0,  2,  1,227,  4,  1]  | [f3]                 | [f3]                
1214  | [0,0,0,0,1,0,1]                | [a1]                 | [r1,r2]             
1215  | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
1216  | [ 0, 1, 0, 1,29, 3, 0]         | [f2,f3]              | [f2,f3]             
1217  | [0,0,0,0,3,0,1]                | [r1,r2,s1,s2]        | [s2]                
1218  | [0,0,0,1,3,0,0]                | [r1,r2,s1,s2]        | [s1,s2]             
1219  | [ 0, 0, 2, 3,33, 5, 0]         | [f2,f3]              | [f2,f3]             
1220  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b2]                
1221  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [s2]                
1222  | [ 0, 0, 2, 0,30, 1, 0]         | [f2,f3]              | [f2,f3]             
1223  | [ 0, 0,20,35, 2, 0, 0]         | [e2]                 | [e2,e3]             
1224  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1225  | [0,0,0,0,1,0,0]                | [a1]                 | [s1,s2]             
1226  | [0,0,0,0,2,0,0]                | [s1]                 | [a1,a2]             
1227  | [ 0, 0,17,34, 2, 0, 0]         | [e2]                 | [e2,e3]             
1228  | [ 0, 0,20,36, 3, 0, 0]         | [e2]                 | [e2,e3]             
1229  | [ 0, 0, 0, 6,32, 5, 0]         | [f2,f3]              | [f2,f3]             
1230  | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
1231  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
1232  | [  0,  0, 83,104, 60, 14,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1233  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
