Input | IR Sensor Values               | Predicted            | Actual              
516   | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [b1,b2]             
517   | [0,0,0,0,0,0,0]                | [a1]                 | [s2]                
518   | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
519   | [ 0, 0, 3, 5,32, 3, 0]         | [f2,f3]              | [f2,f3]             
520   | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
521   | [0,0,0,0,2,0,0]                | [s1]                 | [a1,a2,b1,b2]       
522   | [0,0,0,1,2,0,1]                | [r1,r2,s1,s2]        | [a1]                
523   | [  0,  0, 84,109, 63, 19,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
524   | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [b2]                
525   | [0,1,0,1,0,1,0]                | [r1,r2,s1,s2]        | [s2]                
526   | [0,0,0,0,0,0,0]                | [a1]                 | [r1,r2,s1,s2]       
527   | [ 0, 0,19,36, 1, 0, 0]         | [e2]                 | [e2,e3]             
528   | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
529   | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
530   | [0,0,0,2,0,1,0]                | [b1]                 | [a1,a2]             
531   | [0,1,0,1,2,0,0]                | [r1,r2,s1,s2]        | [b2]                
532   | [0,0,0,0,0,0,0]                | [a1]                 | [s2]                
533   | [ 0, 0,16,32, 0, 0, 0]         | [e2]                 | [e2,e3]             
534   | [ 0, 0,14, 7, 0, 1, 0]         | [e2]                 | [e2]                
535   | [0,0,0,0,3,0,1]                | [r1,r2,s1,s2]        | [s1,s2]             
536   | [ 0, 0, 0, 4,15, 7, 0]         | [f2]                 | [f2]                
537   | [0,0,0,0,1,0,0]                | [a1]                 | [r2]                
538   | [0,0,0,3,1,0,0]                | [b1]                 | [b1]                
539   | [0,0,0,0,2,0,0]                | [s1]                 | [s1,s2]             
540   | [0,0,0,0,2,0,0]                | [s1]                 | [s1]                
541   | [0,0,0,2,0,0,0]                | [b1]                 | [a1,a2,b1,b2]       
542   | [0,0,0,0,1,0,0]                | [a1]                 | [a1]                
543   | [0,0,0,0,0,0,0]                | [a1]                 | [b2]                
544   | [ 0, 2,15,33, 2, 0, 0]         | [e2]                 | [e2,e3]             
545   | [0,0,0,0,2,0,0]                | [s1]                 | [r1,r2]             
546   | [  0,  0,  1,  0,227,  4,  1]  | [f3]                 | [f3]                
547   | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2]             
548   | [  0,  0, 83,108, 61, 15,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
549   | [0,1,0,0,1,0,0]                | [b2]                 | [r1]                
550   | [0,0,0,0,4,0,1]                | [r1,r2,s1,s2]        | [s1]                
551   | [ 0, 0, 0, 5,10, 9, 0]         | [f2]                 | [f2]                
552   | [0,0,1,0,2,0,0]                | [s1]                 | [s1,s2]             
553   | [0,1,1,1,0,0,0]                | [b2]                 | [a1]                
554   | [0,0,0,0,2,0,0]                | [s1]                 | [r1,r2,s1,s2]       
555   | [0,0,0,0,1,0,0]                | [a1]                 | [r2]                
556   | [0,0,0,0,1,0,0]                | [a1]                 | [r1,r2,s1,s2]       
557   | [ 0, 0, 2, 2,32, 2, 0]         | [f2,f3]              | [f2,f3]             
558   | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
559   | [0,0,1,0,3,0,1]                | [r1,r2,s1,s2]        | [r1]                
560   | [  0,  0,214,750,  0,  0,  0]  | [e3]                 | [e3]                
561   | [0,0,0,1,0,0,0]                | [b1,b2]              | [s1]                
562   | [0,0,0,0,0,0,0]                | [a1]                 | [r2]                
563   | [0,0,0,0,1,0,0]                | [a1]                 | [r1]                
564   | [0,1,0,1,1,0,0]                | [b2]                 | [s1]                
565   | [1,0,1,0,2,0,0]                | [s1]                 | [b1,b2]             
566   | [  0,  0, 83,105, 62, 14,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
567   | [0,0,0,1,0,0,0]                | [b1,b2]              | [s1]                
568   | [  0,  0, 84,106, 60, 15,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
569   | [0,0,0,1,1,0,0]                | [b1,b2]              | [b1,b2]             
570   | [0,1,0,1,2,0,0]                | [r1,r2,s1,s2]        | [b2]                
571   | [0,1,0,3,0,0,0]                | [b1]                 | [b1,b2]             
572   | [ 0, 0,19, 5, 2, 0, 0]         | [e2]                 | [e2]                
573   | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
574   | [0,0,0,0,1,0,1]                | [a1]                 | [s2]                
575   | [ 1, 0,18, 5, 2, 0, 0]         | [e2]                 | [e2]                
576   | [0,0,0,2,0,0,0]                | [b1]                 | [b2]                
577   | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
578   | [ 0, 0, 2, 5,12, 7, 0]         | [f2]                 | [f2]                
579   | [  0,  0,  0,  0,227,  4,  0]  | [f3]                 | [f3]                
580   | [ 0, 0,12,32, 0, 0, 0]         | [e2]                 | [e2,e3]             
581   | [0,0,0,0,1,0,0]                | [a1]                 | [s1]                
582   | [0,0,0,0,1,0,0]                | [a1]                 | [r1]                
583   | [0,0,0,0,2,0,0]                | [s1]                 | [s1]                
584   | [2,0,2,2,4,0,1]                | [r1,r2,s1,s2]        | [a2]                
585   | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
586   | [0,0,0,2,0,0,0]                | [b1]                 | [r1]                
587   | [0,0,0,1,0,0,0]                | [b1,b2]              | [s2]                
588   | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
589   | [0,0,0,1,0,0,0]                | [b1,b2]              | [r2]                
590   | [0,0,0,0,0,0,0]                | [a1]                 | [s2]                
591   | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
592   | [0,0,0,1,0,0,0]                | [b1,b2]              | [r1,r2]             
593   | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2]             
594   | [ 1, 0, 2, 0,33, 0, 0]         | [f2,f3]              | [f2,f3]             
595   | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [r2]                
596   | [1,0,0,1,1,0,0]                | [b1,b2]              | [r1]                
597   | [0,0,0,2,2,0,1]                | [b1,b2]              | [s2]                
598   | [  0,  3,218,749,  3,  0,  0]  | [e3]                 | [e3]                
599   | [  0,  2,217,750,  2,  0,  0]  | [e3]                 | [e3]                
600   | [  0,  0, 81,104, 59, 12,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
601   | [0,2,0,4,0,0,0]                | [b1]                 | [b2]                
602   | [0,0,1,0,3,0,0]                | [r1,r2,s1,s2]        | [s2]                
603   | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
604   | [ 0, 0, 0, 6,30, 4, 0]         | [f2,f3]              | [f2,f3]             
605   | [  1,  0, 84,107, 63, 16,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
606   | [0,0,0,0,0,0,0]                | [a1]                 | [b1]                
607   | [2,0,1,1,1,0,2]                | [a2]                 | [a2]                
608   | [  0,  0, 85,107, 60, 15,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
609   | [0,0,0,0,1,0,0]                | [a1]                 | [s1,s2]             
610   | [  0,  0,  1,  2,226,  7,  0]  | [f3]                 | [f3]                
611   | [ 0, 0,19,11, 1, 1, 0]         | [e2]                 | [e2]                
612   | [  0,  1,214,748,  0,  0,  0]  | [e3]                 | [e3]                
613   | [0,0,0,1,1,0,0]                | [b1,b2]              | [s1,s2]             
614   | [0,0,1,0,3,0,0]                | [r1,r2,s1,s2]        | [r2]                
615   | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
616   | [0,0,0,0,0,0,0]                | [a1]                 | [r2]                
617   | [ 1, 0, 3, 6,34, 3, 0]         | [f2,f3]              | [f2,f3]             
618   | [ 0, 0,16, 9, 0, 0, 0]         | [e2]                 | [e2]                
619   | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
620   | [ 0, 0,15,34, 0, 0, 0]         | [e2]                 | [e2,e3]             
621   | [0,1,0,0,1,0,0]                | [b2]                 | [r2]                
622   | [0,0,0,0,2,0,0]                | [s1]                 | [r2]                
623   | [0,0,0,0,2,0,1]                | [s1]                 | [r1,r2,s1,s2]       
624   | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r2]                
625   | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [b1]                
626   | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
627   | [ 0, 0,19,31, 0, 0, 0]         | [e2]                 | [e2,e3]             
628   | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
629   | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
630   | [0,1,0,0,0,0,0]                | [b2]                 | [r1,r2,s1,s2]       
631   | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
632   | [ 0, 0, 0, 4,31, 5, 0]         | [f2,f3]              | [f2,f3]             
633   | [0,0,1,0,0,0,0]                | [a2]                 | [a1]                
634   | [0,0,0,0,1,0,0]                | [a1]                 | [b2]                
635   | [0,0,0,1,0,0,0]                | [b1,b2]              | [a1,a2,b1,b2]       
636   | [0,0,0,0,1,0,0]                | [a1]                 | [r1]                
637   | [0,0,0,0,1,0,0]                | [a1]                 | [r2]                
638   | [0,1,0,1,0,0,0]                | [b2]                 | [s1]                
639   | [0,0,1,0,2,0,0]                | [s1]                 | [a1]                
640   | [0,0,0,0,0,0,0]                | [a1]                 | [s1,s2]             
641   | [0,0,0,1,1,0,0]                | [b1,b2]              | [b1]                
642   | [ 0, 0, 0, 6,29, 5, 0]         | [f2,f3]              | [f2,f3]             
643   | [0,0,0,3,1,1,0]                | [b1]                 | [r1,r2,s1,s2]       
644   | [0,0,0,2,0,0,0]                | [b1]                 | [r1,r2,s1,s2]       
645   | [0,1,0,2,1,0,0]                | [b1]                 | [a1]                
646   | [0,0,0,1,0,0,0]                | [b1,b2]              | [r1]                
647   | [0,0,0,0,2,0,0]                | [s1]                 | [r2]                
648   | [  0,  3,213,748,  0,  0,  0]  | [e3]                 | [e3]                
649   | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
650   | [ 0, 0,16, 7, 1, 0, 0]         | [e2]                 | [e2]                
651   | [0,3,0,4,0,3,0]                | [a2]                 | [a2]                
652   | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r2]                
653   | [ 0, 0,13, 6, 0, 0, 0]         | [e2]                 | [e2]                
654   | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
655   | [0,0,0,1,0,0,0]                | [b1,b2]              | [r1]                
656   | [0,0,0,1,1,0,0]                | [b1,b2]              | [b1,b2]             
657   | [0,0,0,0,1,0,0]                | [a1]                 | [s1]                
658   | [0,0,0,0,0,0,0]                | [a1]                 | [r1,r2,s1,s2]       
659   | [  0,  0, 81,108, 59, 17,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
660   | [ 0, 0,18,37, 1, 0, 0]         | [e2]                 | [e2,e3]             
661   | [  1,  0,  1,  0,226,  5,  0]  | [f3]                 | [f3]                
662   | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1,a2]             
663   | [  0,  1,218,749,  0,  1,  0]  | [e3]                 | [e3]                
664   | [  0,  0,218,746,  3,  0,  0]  | [e3]                 | [e3]                
665   | [  0,  0, 86,106, 63, 15,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
666   | [0,0,0,2,0,0,0]                | [b1]                 | [a1]                
667   | [1,0,0,3,2,0,0]                | [b1,b2]              | [b1]                
668   | [0,0,0,0,0,0,0]                | [a1]                 | [a2]                
669   | [  0,  0, 80,108, 59, 16,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
670   | [ 0, 0, 0, 6,10, 8, 0]         | [f2]                 | [f2]                
671   | [ 0, 0, 1, 2,33, 3, 0]         | [f2,f3]              | [f2,f3]             
672   | [0,0,0,0,0,0,0]                | [a1]                 | [r2]                
673   | [  0,  0,  0,  0,226,  3,  0]  | [f3]                 | [f3]                
674   | [0,0,0,2,2,0,0]                | [b1,b2]              | [a2]                
675   | [ 0, 0,14, 8, 0, 0, 0]         | [e2]                 | [e2]                
676   | [0,0,0,0,1,0,1]                | [a1]                 | [s1]                
677   | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
678   | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
679   | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
680   | [0,0,0,1,3,0,0]                | [r1,r2,s1,s2]        | [s1]                
681   | [0,0,0,1,0,0,0]                | [b1,b2]              | [s1]                
682   | [0,0,0,2,2,0,0]                | [b1,b2]              | [a1]                
683   | [0,0,0,0,2,0,0]                | [s1]                 | [a1,a2]             
684   | [0,0,0,1,0,0,0]                | [b1,b2]              | [a1,a2,b1,b2]       
685   | [ 0, 0,19, 6, 2, 0, 0]         | [e2]                 | [e2]                
686   | [0,0,0,3,1,0,0]                | [b1]                 | [b1]                
687   | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [r1]                
688   | [ 0, 0,20, 6, 3, 0, 0]         | [e2]                 | [e2]                
689   | [ 0, 0, 3, 5,13, 9, 0]         | [f2]                 | [f2]                
690   | [ 0, 0,14,33, 0, 0, 0]         | [e2]                 | [e2,e3]             
691   | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
692   | [0,0,1,0,3,0,0]                | [r1,r2,s1,s2]        | [r1,r2]             
693   | [  1,  0,221,745,  4,  0,  2]  | [e3]                 | [e3]                
694   | [  0,  0, 84,107, 63, 15,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
695   | [0,0,0,0,1,0,0]                | [a1]                 | [s1,s2]             
696   | [0,0,0,2,1,0,0]                | [b1]                 | [a1,a2,b1,b2]       
697   | [ 0, 0, 3, 3,16, 6, 0]         | [f2]                 | [f2]                
698   | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r1]                
699   | [0,0,0,0,0,0,0]                | [a1]                 | [b2]                
700   | [  0,  3,215,748,  1,  1,  0]  | [e3]                 | [e3]                
701   | [ 0, 0,18, 6, 2, 0, 0]         | [e2]                 | [e2]                
702   | [0,1,0,2,0,1,0]                | [b1]                 | [s1,s2]             
703   | [0,0,0,2,2,0,0]                | [b1,b2]              | [b1]                
704   | [0,0,0,0,1,0,0]                | [a1]                 | [a1]                
705   | [0,1,0,3,0,0,0]                | [b1]                 | [s1,s2]             
706   | [0,0,0,0,5,0,2]                | [r1,r2,s1,s2]        | [s2]                
707   | [0,0,0,1,1,0,0]                | [b1,b2]              | [a2]                
708   | [0,0,0,1,0,0,0]                | [b1,b2]              | [r1,r2]             
709   | [0,1,0,1,2,0,0]                | [r1,r2,s1,s2]        | [b1]                
710   | [0,1,0,0,0,0,0]                | [b2]                 | [b2]                
711   | [ 0, 0,17,34, 2, 0, 0]         | [e2]                 | [e2,e3]             
712   | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
713   | [0,0,0,2,0,0,0]                | [b1]                 | [b1]                
714   | [  0,  0,  0,  1,225,  6,  0]  | [f3]                 | [f3]                
715   | [0,1,0,0,0,0,0]                | [b2]                 | [b1]                
716   | [0,0,0,0,1,0,0]                | [a1]                 | [r1,r2,s1,s2]       
717   | [ 0, 0,14,32, 0, 0, 0]         | [e2]                 | [e2,e3]             
718   | [ 0, 0,17,32, 0, 0, 0]         | [e2]                 | [e2,e3]             
719   | [0,2,0,2,0,0,0]                | [b1]                 | [b1,b2]             
720   | [  0,  1,216,750,  3,  1,  0]  | [e3]                 | [e3]                
721   | [0,0,0,1,0,0,0]                | [b1,b2]              | [s1,s2]             
722   | [  0,  0, 83,105, 62, 16,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
723   | [0,0,0,0,0,0,0]                | [a1]                 | [b1,b2]             
724   | [0,0,0,0,4,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
725   | [0,0,0,0,2,0,0]                | [s1]                 | [s2]                
726   | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
727   | [  0,  0,  0,  1,224,  6,  0]  | [f3]                 | [f3]                
728   | [  1,  0, 86,107, 63, 18,  1]  | [f2,f3]              | [e1,e2,f1,f2]       
729   | [0,0,0,0,1,0,0]                | [a1]                 | [r1]                
730   | [0,0,0,0,1,0,0]                | [a1]                 | [r1,r2]             
731   | [0,0,0,1,0,0,0]                | [b1,b2]              | [r1,r2]             
732   | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1]                
733   | [ 0, 0, 2, 3,32, 3, 0]         | [f2,f3]              | [f2,f3]             
734   | [ 0, 0,20,32, 2, 0, 1]         | [e2]                 | [e2,e3]             
735   | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2]             
736   | [  0,  0,  0,  1,222,  3,  0]  | [f3]                 | [f3]                
737   | [1,2,2,2,1,1,1]                | [a2]                 | [a2]                
738   | [0,0,0,0,0,0,0]                | [a1]                 | [b1,b2]             
739   | [  0,  1,215,748,  2,  0,  0]  | [e3]                 | [e3]                
740   | [0,0,0,1,0,0,0]                | [b1,b2]              | [r1,r2]             
741   | [0,0,0,2,0,0,0]                | [b1]                 | [a1,a2]             
742   | [0,0,0,2,1,0,0]                | [b1]                 | [b1,b2]             
743   | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
744   | [0,0,0,0,1,0,0]                | [a1]                 | [r1]                
745   | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
746   | [  0,  2,217,750,  2,  0,  0]  | [e3]                 | [e3]                
747   | [0,0,0,2,1,0,0]                | [b1]                 | [a1]                
748   | [  0,  0,218,747,  2,  0,  0]  | [e3]                 | [e3]                
749   | [0,0,0,1,0,1,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
750   | [0,0,0,0,1,0,0]                | [a1]                 | [s1]                
751   | [0,1,0,0,1,0,0]                | [b2]                 | [b2]                
752   | [  0,  0,  0,  1,225,  6,  0]  | [f3]                 | [f3]                
753   | [0,0,0,0,2,0,0]                | [s1]                 | [s2]                
754   | [0,0,0,0,4,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
755   | [0,0,0,1,0,0,0]                | [b1,b2]              | [r1]                
756   | [ 0, 0, 0, 1,31, 3, 0]         | [f2,f3]              | [f2,f3]             
757   | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1,a2,b1,b2]       
758   | [ 0, 0,19, 1, 1, 0, 0]         | [e2]                 | [e2]                
759   | [0,0,0,0,1,0,0]                | [a1]                 | [s2]                
760   | [ 0, 0, 4, 6,16, 7, 0]         | [f2]                 | [f2]                
761   | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
762   | [0,0,0,0,1,0,0]                | [a1]                 | [s1,s2]             
763   | [0,0,0,0,4,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
764   | [  0,  0,  0,  1,226,  5,  0]  | [f3]                 | [f3]                
765   | [0,0,0,2,1,0,0]                | [b1]                 | [a1,a2,b1,b2]       
766   | [  0,  0, 82,106, 58, 14,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
767   | [  0,  0, 86,106, 63, 14,  1]  | [f2,f3]              | [e1,e2,f1,f2]       
768   | [  0,  0,218,746,  1,  0,  0]  | [e3]                 | [e3]                
769   | [0,0,0,0,1,0,0]                | [a1]                 | [r2]                
770   | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
771   | [0,0,0,1,0,0,0]                | [b1,b2]              | [s1]                
772   | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
773   | [0,0,0,0,1,0,0]                | [a1]                 | [r1]                
774   | [0,0,0,0,2,0,0]                | [s1]                 | [a1,a2]             
775   | [0,0,1,1,4,0,0]                | [r1,r2,s1,s2]        | [s2]                
776   | [  0,  0, 82,108, 61, 17,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
777   | [0,0,0,0,4,0,1]                | [r1,r2,s1,s2]        | [r1,r2]             
778   | [0,0,1,0,2,0,0]                | [s1]                 | [r1,r2]             
779   | [ 0, 0,20,33, 1, 0, 0]         | [e2]                 | [e2,e3]             
780   | [ 0, 0,17,32, 1, 0, 0]         | [e2]                 | [e2,e3]             
781   | [ 0, 0, 0, 6,31, 4, 0]         | [f2,f3]              | [f2,f3]             
782   | [0,0,0,0,0,0,0]                | [a1]                 | [b2]                
783   | [0,0,0,1,0,0,0]                | [b1,b2]              | [r2]                
784   | [0,0,0,2,0,0,0]                | [b1]                 | [b1,b2]             
785   | [0,0,0,0,1,0,0]                | [a1]                 | [a1]                
786   | [0,0,0,1,0,0,0]                | [b1,b2]              | [r1,r2]             
787   | [  0,  0, 83,108, 62, 17,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
788   | [0,2,0,2,3,0,0]                | [r1,r2,s1,s2]        | [a2]                
789   | [ 0, 1, 3, 6,14, 9, 0]         | [f2]                 | [f2]                
790   | [0,0,0,0,1,0,0]                | [a1]                 | [r1,r2]             
791   | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1]                
792   | [0,0,1,0,2,0,0]                | [s1]                 | [a1,a2]             
793   | [0,1,0,1,2,0,0]                | [r1,r2,s1,s2]        | [s2]                
794   | [0,0,4,0,4,0,2]                | [r1,r2,s1,s2]        | [a2]                
795   | [0,0,0,0,0,0,0]                | [a1]                 | [r2]                
796   | [0,0,0,0,1,0,0]                | [a1]                 | [s1]                
797   | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
798   | [0,1,0,1,2,0,0]                | [r1,r2,s1,s2]        | [b1]                
799   | [0,0,0,0,2,0,0]                | [s1]                 | [s1,s2]             
800   | [ 0, 0, 3, 6,32, 6, 0]         | [f2,f3]              | [f2,f3]             
801   | [ 0, 0,17,34, 1, 0, 0]         | [e2]                 | [e2,e3]             
802   | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
803   | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [s2]                
804   | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [s1,s2]             
805   | [0,0,0,0,1,0,0]                | [a1]                 | [r1,r2]             
806   | [2,0,1,0,3,0,0]                | [r1,r2,s1,s2]        | [s1,s2]             
807   | [0,0,0,0,2,0,0]                | [s1]                 | [r1]                
808   | [0,0,1,2,1,0,0]                | [b1]                 | [b2]                
809   | [ 0, 0, 0, 6,30, 6, 0]         | [f2,f3]              | [f2,f3]             
810   | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
811   | [0,0,0,0,2,0,0]                | [s1]                 | [s1,s2]             
812   | [0,0,0,3,0,0,0]                | [b1]                 | [b1,b2]             
813   | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [b1,b2]             
814   | [ 0, 0, 3, 4,15,10, 0]         | [f2]                 | [f2]                
815   | [0,0,0,0,0,0,0]                | [a1]                 | [r1,r2]             
816   | [0,0,0,2,0,0,0]                | [b1]                 | [a1,a2,b1,b2]       
817   | [ 0, 0, 0, 5,32, 5, 0]         | [f2,f3]              | [f2,f3]             
818   | [0,0,0,0,0,0,0]                | [a1]                 | [b1]                
819   | [0,0,0,0,0,0,0]                | [a1]                 | [a2]                
820   | [2,0,0,0,1,0,1]                | [a1]                 | [a2]                
821   | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [s1]                
822   | [  0,  0, 82,108, 61, 16,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
823   | [0,0,0,0,2,0,0]                | [s1]                 | [a1,a2,b1,b2]       
824   | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
825   | [0,0,0,2,2,0,0]                | [b1,b2]              | [a1]                
826   | [ 0, 0,13, 8, 0, 0, 0]         | [e2]                 | [e2]                
827   | [0,0,1,0,1,0,0]                | [a2]                 | [r1,r2]             
828   | [0,0,0,0,2,0,0]                | [s1]                 | [r1]                
829   | [0,1,0,1,0,1,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
830   | [0,0,0,1,0,0,0]                | [b1,b2]              | [s1]                
831   | [  0,  1,  0,  0,223,  4,  0]  | [f3]                 | [f3]                
832   | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1]                
833   | [  0,  2,218,747,  1,  0,  0]  | [e3]                 | [e3]                
834   | [ 0, 0, 0, 5,30, 5, 0]         | [f2,f3]              | [f2,f3]             
835   | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
836   | [ 0, 0,17, 7, 1, 0, 0]         | [e2]                 | [e2]                
837   | [0,0,0,0,2,0,0]                | [s1]                 | [r1,r2,s1,s2]       
838   | [0,0,0,1,0,0,0]                | [b1,b2]              | [s2]                
839   | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [a1]                
840   | [0,0,0,1,0,0,0]                | [b1,b2]              | [s1,s2]             
841   | [  0,  0,  0,  2,225,  5,  0]  | [f3]                 | [f3]                
842   | [0,0,0,1,1,0,0]                | [b1,b2]              | [r2]                
843   | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
844   | [0,0,0,1,0,0,0]                | [b1,b2]              | [b1]                
845   | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
846   | [ 0, 0,20,35, 2, 0, 0]         | [e2]                 | [e2,e3]             
847   | [0,0,0,0,2,0,0]                | [s1]                 | [r1,r2]             
848   | [0,0,0,1,0,0,0]                | [b1,b2]              | [b1,b2]             
849   | [  0,  0, 84,109, 63, 18,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
850   | [  0,  0,  1,  0,227,  1,  0]  | [f3]                 | [f3]                
851   | [ 0, 0, 2, 1,31, 0, 0]         | [f2,f3]              | [f2,f3]             
852   | [  0,  1,  1,  1,227,  4,  0]  | [f3]                 | [f3]                
853   | [0,0,0,1,0,0,0]                | [b1,b2]              | [b2]                
854   | [0,0,0,2,1,0,0]                | [b1]                 | [b1]                
855   | [0,0,0,0,2,0,0]                | [s1]                 | [r2]                
856   | [0,0,0,3,2,0,0]                | [b1,b2]              | [b2]                
857   | [  0,  0,  0,  2,227,  4,  0]  | [f3]                 | [f3]                
858   | [ 0, 0, 3, 3,35, 2, 0]         | [f2,f3]              | [f2,f3]             
859   | [0,0,0,0,1,0,0]                | [a1]                 | [s1]                
860   | [0,0,0,0,1,0,0]                | [a1]                 | [s1,s2]             
861   | [ 0, 0, 3, 1,15, 4, 0]         | [f2]                 | [f2]                
862   | [1,0,1,0,3,0,2]                | [r1,r2,s1,s2]        | [s2]                
863   | [0,0,0,0,1,0,0]                | [a1]                 | [s2]                
864   | [ 0, 1,15, 8, 0, 0, 0]         | [e2]                 | [e2]                
865   | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
866   | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [a2]                
867   | [  0,  0,  0,  0,226,  0,  0]  | [f3]                 | [f3]                
868   | [0,2,0,1,0,1,0]                | [r1,r2,s1,s2]        | [b2]                
869   | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
870   | [0,0,0,0,1,0,0]                | [a1]                 | [s1]                
871   | [0,0,0,0,1,0,0]                | [a1]                 | [s1,s2]             
872   | [ 0, 0, 3, 0,32, 1, 1]         | [f2,f3]              | [f2,f3]             
873   | [ 0, 0,17,30, 1, 0, 0]         | [e2]                 | [e2,e3]             
874   | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
875   | [0,0,1,1,2,0,0]                | [r1,r2,s1,s2]        | [a1,a2,b1,b2]       
