Input | IR Sensor Values                    | Predicted                                          | Actual                                            
301   | 6,9,14,16,13,1,7                    | c2                                                 | c2                                                
302   | 0,0,0,0,0,0,0                       |                                                    | a1, a2                                            
303   | 0,0,0,0,0,0,0                       |                                                    | a1, a2, b1, b2                                    
304   | 1,0,0,0,0,0,0                       |                                                    | s1                                                
305   | 0,0,0,0,2,0,0                       |                                                    | r2                                                
306   | 0,0,86,104,63,14,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
307   | 0,1,0,2,1,0,0                       |                                                    | b2                                                
308   | 0,0,0,0,225,2,0                     | f3                                                 | f3                                                
309   | 0,0,0,0,2,0,0                       |                                                    | a1, a2                                            
310   | 0,0,18,7,2,0,0                      | e3                                                 | e3                                                
311   | 0,0,0,0,0,0,0                       |                                                    | a1                                                
312   | 0,1,16,8,0,0,0                      | e3                                                 | e3                                                
313   | 0,0,0,2,2,0,0                       |                                                    | b1, b2                                            
314   | 0,0,0,0,1,0,0                       |                                                    | r1                                                
315   | 0,0,0,0,2,0,0                       |                                                    | s1, s2                                            
316   | 0,0,1,1,1,0,0                       |                                                    | a1                                                
317   | 0,0,0,1,0,0,0                       |                                                    | a1, a2                                            
318   | 0,15,13,24,8,6,0                    | c3                                                 | c3                                                
319   | 1,0,18,3,3,0,0                      | e3                                                 | e3                                                
320   | 0,0,0,1,0,0,0                       |                                                    | a2                                                
321   | 0,0,0,0,2,0,0                       |                                                    | s2                                                
322   | 0,0,218,749,4,0,0                   | e3                                                 | e3                                                
323   | 0,0,15,6,0,0,0                      | e3                                                 | e3                                                
324   | 0,0,2,1,32,2,0                      | f2, f3                                             | f2, f3                                            
325   | 0,0,217,744,0,0,0                   | e3                                                 | e3                                                
326   | 0,1,16,9,1,0,0                      | e3                                                 | e3                                                
327   | 0,0,15,6,0,0,0                      | e3                                                 | e3                                                
328   | 0,0,0,1,0,0,0                       |                                                    | a1, a2, b1, b2                                    
329   | 0,0,0,1,0,0,0                       |                                                    | b1                                                
330   | 6,12,14,15,14,0,7                   | c2                                                 | c2                                                
331   | 0,0,82,105,59,14,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
332   | 0,0,17,34,2,0,0                     | e3                                                 | e3                                                
333   | 0,0,0,0,0,0,0                       |                                                    | s1, s2                                            
334   | 0,0,0,0,1,0,0                       |                                                    | b1, b2                                            
335   | 0,0,0,0,2,0,0                       |                                                    | s1, s2                                            
336   | 0,0,1,0,1,1,0                       |                                                    | a2                                                
337   | 1,13,15,21,14,6,2                   | c2                                                 | c2                                                
338   | 0,0,18,33,3,0,0                     | e3                                                 | e3                                                
339   | 0,0,0,0,225,0,0                     | f3                                                 | f3                                                
340   | 6,12,15,17,13,3,6                   | c2, g3                                             | c2                                                
341   | 0,0,2,3,31,3,0                      | f2, f3                                             | f2, f3                                            
342   | 0,0,84,107,64,16,1                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
343   | 0,0,0,0,1,0,0                       |                                                    | s1                                                
344   | 0,0,0,0,0,0,0                       |                                                    | b1                                                
345   | 5,13,13,20,12,7,6                   | c2                                                 | c2                                                
346   | 4,4,15,12,13,0,6                    | g3                                                 | g3                                                
347   | 0,0,17,6,0,1,0                      | e3                                                 | e3                                                
348   | 0,0,0,0,3,0,0                       |                                                    | s1                                                
349   | 0,1,1,7,11,9,0                      | f2                                                 | f2                                                
350   | 0,0,17,35,0,0,0                     | e3                                                 | e3                                                
351   | 0,0,0,2,0,0,0                       |                                                    | a2                                                
352   | 0,0,0,0,225,0,0                     | f3                                                 | f3                                                
353   | 0,0,0,0,0,0,0                       |                                                    | r1                                                
354   | 0,3,215,750,0,2,0                   | e3                                                 | e3                                                
355   | 1,0,0,0,3,0,0                       |                                                    | s2                                                
356   | 0,0,0,1,0,1,0                       |                                                    | r1, r2                                            
357   | 0,0,217,749,2,0,0                   | e3                                                 | e3                                                
358   | 4,16,19,25,14,7,5                   | c3                                                 | c3                                                
359   | 0,0,0,0,0,0,0                       |                                                    | a1                                                
360   | 0,0,0,1,1,0,0                       |                                                    | b1                                                
361   | 0,0,1,0,4,0,0                       |                                                    | r1, r2, s1, s2                                    
362   | 0,1,0,0,0,0,0                       |                                                    | r1                                                
363   | 0,0,0,0,2,0,0                       |                                                    | r1, r2, s1, s2                                    
364   | 0,0,2,5,15,9,0                      | f2                                                 | f2                                                
365   | 0,0,0,0,1,0,0                       |                                                    | a1, a2, b1, b2                                    
366   | 0,0,0,0,3,0,0                       |                                                    | r1, r2, s1, s2                                    
367   | 0,0,18,32,1,0,0                     | e3                                                 | e3                                                
368   | 0,0,0,1,0,0,0                       |                                                    | a1, a2, b1, b2                                    
369   | 0,0,0,0,4,0,0                       |                                                    | s2                                                
370   | 0,0,0,2,0,0,0                       |                                                    | a1, a2                                            
371   | 0,0,0,2,0,0,0                       |                                                    | b1, b2                                            
372   | 0,0,0,1,0,0,0                       |                                                    | s1                                                
373   | 0,1,1,0,1,0,0                       |                                                    | a1                                                
374   | 0,0,0,0,0,0,0                       |                                                    | r1, r2, s1, s2                                    
375   | 0,0,80,107,58,16,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
376   | 0,1,0,4,0,1,0                       |                                                    | s1, s2                                            
377   | 0,0,0,0,1,0,0                       |                                                    | b2                                                
378   | 0,3,217,747,1,1,0                   | e3                                                 | e3                                                
379   | 0,0,1,0,225,3,1                     | f3                                                 | f3                                                
380   | 0,0,0,0,0,0,0                       |                                                    | a1, a2, b1, b2                                    
381   | 0,1,0,1,1,0,0                       |                                                    | b1                                                
382   | 1,0,1,1,4,0,1                       |                                                    | a2                                                
383   | 0,0,0,0,2,0,0                       |                                                    | s1, s2                                            
384   | 5,12,14,21,10,3,5                   | c2, g3                                             | c2, g3                                            
385   | 0,0,217,744,4,0,0                   | e3                                                 | e3                                                
386   | 0,0,0,0,228,5,0                     | f3                                                 | f3                                                
387   | 0,1,84,105,62,14,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
388   | 0,0,1,0,3,0,0                       |                                                    | r1, r2, s1, s2                                    
389   | 0,1,0,1,2,0,0                       |                                                    | r1, r2, s1, s2                                    
390   | 1,9,9,13,9,3,2                      | g3                                                 | g3                                                
391   | 0,0,2,1,3,0,0                       |                                                    | r1, r2, s1, s2                                    
392   | 0,0,18,4,0,0,0                      | e3                                                 | e3                                                
393   | 0,0,19,6,2,0,0                      | e3                                                 | e3                                                
394   | 0,0,86,109,61,17,1                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
395   | 0,0,16,34,2,0,0                     | e3                                                 | e3                                                
396   | 0,0,19,8,1,0,0                      | e3                                                 | e3                                                
397   | 0,0,0,0,0,0,0                       |                                                    | b1, b2                                            
398   | 6,13,16,20,12,2,6                   | c2, g3                                             | c2, g3                                            
399   | 0,0,0,2,1,0,0                       |                                                    | a1, a2                                            
400   | 0,0,0,0,2,0,0                       |                                                    | s1, s2                                            
401   | 4,13,16,20,12,3,5                   | c2, g3                                             | c2, g3                                            
402   | 0,0,83,108,62,16,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
403   | 1,0,0,0,2,0,0                       |                                                    | r2                                                
404   | 0,0,1,0,2,0,0                       |                                                    | a1                                                
405   | 0,1,0,3,0,0,0                       |                                                    | s1, s2                                            
406   | 0,0,0,0,0,0,0                       |                                                    | a1, a2                                            
407   | 0,0,0,1,3,0,0                       |                                                    | s2                                                
408   | 0,0,0,0,3,0,0                       |                                                    | r1, r2, s1, s2                                    
409   | 0,0,0,5,30,6,0                      | f2, f3                                             | f2, f3                                            
410   | 0,0,0,1,1,1,0                       |                                                    | a1, a2, b1, b2                                    
411   | 0,0,0,1,1,0,0                       |                                                    | r1, r2, s1, s2                                    
412   | 0,0,19,34,1,0,0                     | e3                                                 | e3                                                
413   | 0,0,84,108,63,14,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
414   | 0,0,3,3,16,6,0                      | f2                                                 | f2                                                
415   | 0,0,18,8,2,0,0                      | e3                                                 | e3                                                
416   | 2,12,15,18,12,3,6                   | c2, g3                                             | c2                                                
417   | 0,1,2,6,13,9,0                      | f2                                                 | f2                                                
418   | 0,0,1,0,4,0,0                       |                                                    | r1, r2, s1, s2                                    
419   | 0,0,17,35,0,0,0                     | e3                                                 | e3                                                
420   | 1,1,220,749,1,0,1                   | e3                                                 | e3                                                
421   | 2,0,18,6,2,0,0                      | e3                                                 | e3                                                
422   | 0,0,0,1,2,0,0                       |                                                    | s2                                                
423   | 0,0,0,0,1,0,0                       |                                                    | r2                                                
424   | 0,0,18,30,2,0,0                     | e3                                                 | e3                                                
425   | 0,0,0,2,1,0,0                       |                                                    | r1                                                
426   | 0,0,82,107,58,16,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
427   | 6,9,14,12,13,2,6                    | g3                                                 | g3                                                
428   | 3,12,15,18,13,5,3                   | c2                                                 | c2                                                
429   | 0,0,0,0,3,0,0                       |                                                    | r1                                                
430   | 0,0,0,0,0,0,0                       |                                                    | a1                                                
431   | 0,0,14,33,0,0,0                     | e3                                                 | e3                                                
432   | 0,0,0,5,27,4,0                      | f2, f3                                             | f2, f3                                            
433   | 0,0,0,0,1,0,0                       |                                                    | s1, s2                                            
434   | 0,0,0,0,225,3,0                     | f3                                                 | f3                                                
435   | 0,15,14,26,8,8,1                    | c3                                                 | c3                                                
436   | 1,0,0,3,2,0,0                       |                                                    | s2                                                
437   | 0,0,0,0,0,0,0                       |                                                    | r1, r2, s1, s2                                    
438   | 0,0,18,4,0,0,0                      | e3                                                 | e3                                                
439   | 1,0,0,0,1,0,0                       |                                                    | r1                                                
440   | 0,0,0,2,1,0,0                       |                                                    | s1, s2                                            
441   | 0,0,0,0,2,0,0                       |                                                    | r2                                                
442   | 5,12,16,22,14,2,6                   | c2, g3                                             | c2, g3                                            
443   | 0,0,0,0,0,0,0                       |                                                    | b1                                                
444   | 0,0,0,2,1,0,0                       |                                                    | b1                                                
445   | 0,3,0,4,0,3,0                       |                                                    | a2                                                
446   | 0,1,79,109,58,19,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
447   | 5,6,15,10,12,0,6                    | g3                                                 | g3                                                
448   | 1,0,0,0,1,0,1                       |                                                    | s1, s2                                            
449   | 0,0,0,0,1,0,0                       |                                                    | a2                                                
450   | 0,0,19,34,2,0,0                     | e3                                                 | e3                                                
451   | 3,13,12,20,11,3,5                   | c2, g3                                             | c2                                                
452   | 0,0,0,4,12,8,0                      | f2                                                 | f2                                                
453   | 0,0,0,1,1,0,0                       |                                                    | b2                                                
454   | 8,11,16,18,13,3,6                   | c2                                                 | c2                                                
455   | 0,0,0,0,0,0,0                       |                                                    | b1                                                
456   | 0,0,0,0,0,0,0                       |                                                    | a1                                                
457   | 0,0,0,2,0,1,0                       |                                                    | s1, s2                                            
458   | 3,13,16,19,14,5,5                   | c2                                                 | c2                                                
459   | 0,0,0,0,1,0,0                       |                                                    | s1, s2                                            
460   | 0,0,0,0,0,0,0                       |                                                    | a1, a2, b1, b2                                    
461   | 0,0,19,5,0,0,1                      | e3                                                 | e3                                                
462   | 0,0,218,748,2,0,0                   | e3                                                 | e3                                                
463   | 0,0,20,4,2,0,0                      | e3                                                 | e3                                                
464   | 0,0,0,1,0,0,0                       |                                                    | r1                                                
465   | 0,0,0,1,1,0,0                       |                                                    | r1                                                
466   | 0,0,20,34,3,0,0                     | e3                                                 | e3                                                
467   | 0,0,0,2,0,0,0                       |                                                    | r1, r2                                            
468   | 0,7,14,15,14,3,3                    | g3                                                 | g3                                                
469   | 0,1,2,0,1,0,0                       |                                                    | b1                                                
470   | 0,0,0,0,2,0,0                       |                                                    | r1                                                
471   | 0,0,0,0,0,0,0                       |                                                    | a1, a2, b1, b2                                    
472   | 1,0,1,2,2,0,0                       |                                                    | b1, b2                                            
473   | 1,0,0,0,2,0,0                       |                                                    | a1                                                
474   | 0,0,0,0,2,0,0                       |                                                    | s1                                                
475   | 0,0,0,1,0,0,0                       |                                                    | r2                                                
476   | 0,1,82,107,59,17,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
477   | 0,0,14,33,0,0,0                     | e3                                                 | e3                                                
478   | 0,0,0,0,0,0,0                       |                                                    | a1, a2                                            
479   | 4,5,13,10,13,0,6                    | g3                                                 | g3                                                
480   | 1,0,2,4,3,0,1                       |                                                    | a2                                                
481   | 0,0,0,3,0,0,0                       |                                                    | b1                                                
482   | 0,0,2,3,33,2,0                      | f2, f3                                             | f2, f3                                            
483   | 3,7,14,16,12,2,4                    | g3                                                 | g3                                                
484   | 0,0,0,1,1,0,0                       |                                                    | a2                                                
485   | 0,0,0,1,2,0,0                       |                                                    | r2                                                
486   | 0,0,0,0,4,0,1                       |                                                    | r1, r2                                            
487   | 0,1,1,1,0,0,0                       |                                                    | a1                                                
488   | 0,0,0,1,1,0,0                       |                                                    | a1, a2, b1, b2                                    
489   | 0,0,0,0,0,0,0                       |                                                    | a1, a2, b1, b2                                    
490   | 0,1,0,0,1,0,0                       |                                                    | b2                                                
491   | 0,0,0,0,3,0,1                       |                                                    | s1, s2                                            
492   | 1,9,9,14,8,3,0                      | g3                                                 | g3                                                
493   | 0,0,18,33,1,0,0                     | e3                                                 | e3                                                
494   | 4,12,16,18,15,2,7                   | c2                                                 | c2                                                
495   | 1,0,2,0,3,0,0                       |                                                    | r1, r2                                            
496   | 0,0,4,4,14,7,0                      | f2                                                 | f2                                                
497   | 0,0,84,109,62,17,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
498   | 0,0,18,6,1,0,0                      | e3                                                 | e3                                                
499   | 0,0,0,0,0,0,0                       |                                                    | r2                                                
500   | 4,14,16,20,13,0,7                   | c2                                                 | c2, g3                                            
501   | 0,0,20,32,2,0,0                     | e3                                                 | e3                                                
502   | 0,0,0,0,220,3,0                     | f3                                                 | f3                                                
503   | 0,0,0,0,227,2,0                     | f3                                                 | f3                                                
504   | 0,0,0,1,0,0,0                       |                                                    | b1, b2                                            
505   | 0,0,0,0,1,0,1                       |                                                    | r1, r2                                            
506   | 0,0,220,746,3,0,0                   | e3                                                 | e3                                                
507   | 0,0,0,0,1,0,0                       |                                                    | a1, a2, b1, b2                                    
508   | 0,0,2,1,32,2,0                      | f2, f3                                             | f2, f3                                            
509   | 0,0,17,2,2,0,0                      | e3                                                 | e3                                                
510   | 0,0,0,0,2,0,0                       |                                                    | a1                                                
511   | 0,0,0,0,0,0,0                       |                                                    | b1, b2                                            
512   | 3,13,14,20,11,3,5                   | c2, g3                                             | c2, g3                                            
513   | 0,0,0,0,2,0,0                       |                                                    | b2                                                
514   | 0,0,17,33,1,0,0                     | e3                                                 | e3                                                
515   | 0,0,0,1,0,0,0                       |                                                    | r1                                                
516   | 0,0,0,0,227,5,0                     | f3                                                 | f3                                                
517   | 0,0,0,2,1,0,0                       |                                                    | a1, a2                                            
518   | 0,0,0,0,0,0,0                       |                                                    | a1, a2                                            
519   | 0,1,0,2,1,0,0                       |                                                    | b1                                                
520   | 0,0,3,1,32,2,0                      | f2, f3                                             | f2, f3                                            
521   | 0,0,0,0,0,0,0                       |                                                    | r1                                                
522   | 0,0,0,0,0,0,0                       |                                                    | a2                                                
523   | 0,0,0,0,1,0,0                       |                                                    | a2                                                
524   | 0,0,0,0,225,0,0                     | f3                                                 | f3                                                
525   | 0,0,0,3,1,1,0                       |                                                    | s2                                                
526   | 0,0,1,0,1,0,0                       |                                                    | r1                                                
527   | 0,0,0,0,2,0,0                       |                                                    | s1, s2                                            
528   | 0,0,3,0,228,1,1                     | f3                                                 | f3                                                
529   | 0,0,0,0,0,0,0                       |                                                    | a1                                                
530   | 1,0,0,0,2,0,0                       |                                                    | s1                                                
531   | 0,3,1,2,3,2,0                       |                                                    | a2                                                
532   | 0,0,0,0,2,0,0                       |                                                    | r2                                                
533   | 4,13,16,19,13,3,7                   | c2                                                 | c2, g3                                            
534   | 0,0,0,2,0,0,0                       |                                                    | a2                                                
535   | 0,1,0,1,222,6,0                     | f3                                                 | f3                                                
536   | 0,0,0,0,0,0,0                       |                                                    | a1                                                
537   | 4,14,14,21,12,4,6                   | c2, g3                                             | c2, g3                                            
538   | 0,0,0,1,1,0,0                       |                                                    | a1, a2, b1, b2                                    
539   | 6,5,15,15,12,0,6                    | g3                                                 | g3                                                
540   | 0,0,0,2,0,1,0                       |                                                    | s1                                                
541   | 5,8,16,19,14,5,6                    | c2                                                 | c2                                                
542   | 4,8,13,9,13,1,8                     | g3                                                 | g3                                                
543   | 3,11,15,19,12,5,6                   | c2                                                 | c2                                                
544   | 0,3,218,749,1,0,0                   | e3                                                 | e3                                                
545   | 0,0,19,30,2,0,1                     | e3                                                 | e3                                                
546   | 0,0,2,6,33,4,0                      | f2, f3                                             | f2, f3                                            
547   | 0,0,86,108,62,17,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
548   | 0,0,0,0,0,0,0                       |                                                    | r1, r2, s1, s2                                    
549   | 0,0,0,0,0,0,0                       |                                                    | r1                                                
550   | 0,0,0,1,0,0,0                       |                                                    | a2                                                
551   | 0,0,0,0,0,0,0                       |                                                    | s1                                                
552   | 1,0,0,0,3,0,0                       |                                                    | r1, r2, s1, s2                                    
553   | 0,0,0,0,2,0,0                       |                                                    | s2                                                
554   | 0,0,1,0,2,0,1                       |                                                    | s1, s2                                            
555   | 1,0,86,107,64,16,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
556   | 3,12,15,17,13,4,3                   | c2                                                 | c2                                                
557   | 0,2,215,748,0,2,0                   | e3                                                 | e3                                                
558   | 0,0,0,1,0,0,0                       |                                                    | s1, s2                                            
559   | 0,0,20,2,4,0,0                      | e3                                                 | e3                                                
560   | 0,0,0,0,2,0,0                       |                                                    | a1, a2                                            
561   | 0,0,0,3,0,0,0                       |                                                    | b1                                                
562   | 1,12,16,14,15,3,2                   | c2, g3                                             | g3                                                
563   | 0,0,0,0,0,0,0                       |                                                    | a1                                                
564   | 0,0,0,3,0,0,0                       |                                                    | a1, a2, b1, b2                                    
565   | 0,0,0,0,1,0,0                       |                                                    | b1, b2                                            
566   | 4,14,17,20,14,6,6                   | c2                                                 | c2                                                
567   | 4,5,14,10,11,0,5                    | g3                                                 | g3                                                
568   | 0,0,0,2,1,0,0                       |                                                    | b2                                                
569   | 0,0,83,105,60,12,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
570   | 0,0,1,5,30,5,0                      | f2, f3                                             | f2, f3                                            
571   | 0,2,0,1,1,0,0                       |                                                    | b2                                                
572   | 3,7,16,15,14,0,5                    | c2, g3                                             | c2                                                
573   | 0,0,0,1,1,0,0                       |                                                    | r1                                                
574   | 0,0,83,107,61,18,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
575   | 0,0,0,1,0,0,0                       |                                                    | a1, a2, b1, b2                                    
576   | 1,9,16,16,13,3,5                    | g3                                                 | g3                                                
577   | 4,11,17,21,15,3,6                   | c2, g3                                             | c2, g3                                            
578   | 0,0,0,1,225,4,0                     | f3                                                 | f3                                                
579   | 0,0,0,0,2,0,0                       |                                                    | s1                                                
580   | 0,0,0,1,3,0,0                       |                                                    | s2                                                
581   | 0,0,0,1,1,0,0                       |                                                    | b1, b2                                            
582   | 0,0,0,0,0,0,0                       |                                                    | a1, a2, b1, b2                                    
583   | 0,0,82,104,60,13,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
584   | 0,0,0,4,30,3,0                      | f2, f3                                             | f2, f3                                            
585   | 0,1,0,2,1,0,0                       |                                                    | b2                                                
586   | 0,0,18,6,2,0,0                      | e3                                                 | e3                                                
587   | 0,1,84,107,63,16,0                  | e2, e3, f2, f3                                     | e2, e3, f2, f3                                    
588   | 0,2,217,750,1,1,0                   | e3                                                 | e3                                                
589   | 0,0,12,32,0,0,0                     | e3                                                 | e3                                                
590   | 0,1,0,1,0,0,0                       |                                                    | a1, a2                                            
591   | 0,0,0,5,11,9,0                      | f2                                                 | f2                                                
592   | 0,0,0,0,1,0,0                       |                                                    | a1                                                
593   | 0,0,0,0,1,0,0                       |                                                    | a1, a2, b1, b2                                    
594   | 0,0,0,0,0,0,0                       |                                                    | r1, r2                                            
595   | 0,0,0,1,1,0,0                       |                                                    | r2                                                
596   | 0,0,0,1,2,0,0                       |                                                    | b2                                                
597   | 0,0,0,2,33,1,0                      | f2, f3                                             | f2, f3                                            
598   | 0,0,3,2,13,8,0                      | f2                                                 | f2                                                
599   | 0,0,0,0,0,0,0                       |                                                    | a1, a2, b1, b2                                    
600   | 0,0,2,4,12,5,0                      | f2                                                 | f2                                                
